codigo_anvisa,registro,nome,cnpj,razao_social
479981,101070260,Vacina Haemophilus influenzae B e meningocócica C (conjugada),33247743000110,GLAXOSMITHKLINE BRASIL LTDA
8143,101070122,"Vacina adsorvida difteria, tétano e pertussis (acelular)",33247743000110,GLAXOSMITHKLINE BRASIL LTDA
383074,101070239,Vacina trivalente contra Poliomielite MRC-5 (oral),33247743000110,GLAXOSMITHKLINE BRASIL LTDA
396746,101070238,WELLBUTRIN,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
274881,101070166,WELLBUTRIN SR,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
438852,101070255,ZEFFIX,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
1403293,101070349,ZEJULA,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
337068,101070089,ZENTEL,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
391997,101070234,ZIAGENAVIR,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
367811,101070221,ZINACEF,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
356384,101070205,ZINNAT,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
561321,101070268,ZOFRAN,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
469537,101070253,ZOVIRAX,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
624140,101070272,ZYBAN,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
355146,101070204,ZYLORIC,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
372179,101070232,ZYRTEC,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
977816,101070307,amoxicilina,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
978849,101070311,cloridrato de bupropiona,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
978396,101070310,cloridrato de naratriptana,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
987641,101070313,cloridrato de paroxetina,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
981687,101070312,dutasterida,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
968286,101070309,dutasterida + cloridrato de tansulosina,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
977821,101070308,succinato de sumatriptana,33247743000110,GLAXOSMITHKLINE BRASIL LTDA
8133,101070120,vacina Haemophilus influenzae b (conjugada),33247743000110,GLAXOSMITHKLINE BRASIL LTDA
8141,101070155,"vacina adsorvida difteria, tétano, pertussis (acelular), Haemophilus influenzae b (conjugada)",33247743000110,GLAXOSMITHKLINE BRASIL LTDA
670994,101070278,"vacina poliomielite 1, 2 e 3 inativada",33247743000110,GLAXOSMITHKLINE BRASIL LTDA
396731,101810283,ABSTEN S,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
728409,101810616,ACCERA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
367092,101810476,ACEBROFILINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
733750,101810637,ACETATO DE CLORMADINONA+ETINILESTRADIOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
492539,101810534,ACETATO DE CLOSTEBOL + SULFATO DE NEOMICINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
492541,101810535,ACETATO DE CLOSTEBOL + SULFATO DE NEOMICINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
416732,101810501,ACETILCISTEINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
137504,101810374,ACICLOVIR,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
3911,101810344,ACTIVELLE,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
486430,101810529,ADAPALENO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
573981,101810576,ADAPEL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
733740,101810639,AIXA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
403900,101810502,ALBENDAZOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
394647,101810486,ALBENDAZOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
403885,101810495,ALBENDAZOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
555205,101810564,ALEDEX,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
498566,101810540,ALENTHUS XR,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
549252,101810569,ALOPURINOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
473202,101810543,ALZEPINOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
281104,101810273,AMBRA SINTO T,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
729,101810330,AMOXICILINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
400419,101810331,AMOXICILINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
469839,101810252,AMPICIL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
137541,101810292,AMPLOTAL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
703801,101810605,ANGIO II,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
801262,101810644,ARACELI,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
68348,101810378,ATENOLOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
526306,101810551,ATENOLOL + CLORTALIDONA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
693855,101810607,ATORVASTATINA CALCICA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
396065,101810241,AVIRAL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
474244,101810521,AZITROMICINA DIIDRATADA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
6612,101810265,Acetofen,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
559030,101810566,Acido Mefenamico,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
488270,101810531,Alprazolam,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
498846,101810538,Ampicilina,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
662587,101810598,BECARVE,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
566538,101810568,BENESTARE,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
355408,101810257,BENTYL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
1042,101810047,BENZILPENICILINA  PROCAINA + BENZILPENICILINA  POTASSICA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
450505,101810518,BENZOILMETRONIDAZOL + NISTATINA + CLORETO DE BENZALCÔNIO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
124966,101810375,BESILATO DE ANLODIPINO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
142459,101810415,BETAMETASONA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
770342,101810635,BIMATOPROSTA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
394676,101810500,BIODERM,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
526307,101810552,BISSULFATO DE CLOPIDOGREL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
1237,101810372,BROMAZEPAM,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
415255,101810497,BROMIDRATO DE FENOTEROL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
274319,101810446,BROMOPRIDA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
124998,101810370,BROMOPRIDA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
124999,101810371,BROMOPRIDA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
399323,101810506,BRONCOTOSS,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
331395,101810462,"BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA SÓDICA 6,67 MG/ML + 334,60 MG/ML",50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
403964,101810282,CALMOCITENO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
396652,101810329,CAPTOPRIL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
277563,101810455,CAPTOPRIL + HIDROCLOROTIAZIDA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
457064,101810520,CARBAMAZEPINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
394699,101810485,CARBAMAZEPINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
1445,101810352,CARBOCISTEINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
1446,101810353,CARBOCISTEINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
606938,101810585,CARVEDILOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
1375,101810262,CATOPROL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
343719,101810464,CEFACLOR,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
353156,101810470,CEFACLOR,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
277008,101810450,CEFADROXIL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
337970,101810469,CEFADROXILA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
344250,101810467,CEFALEXINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
414146,101810499,CEFALEXINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
1610,101810211,CEFALOTINA BASE,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
125107,101810382,CETOCONAZOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
174917,101810433,CETOCONAZOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
162922,101810424,CETOCONAZOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
125120,101810383,CETOCONAZOL + DIPROPIONATO DE BETAMETASONA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
145140,101810421,CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
162921,101810423,CETOCONAZOL+DIPROPRIONATO DE BETAMETASONA+SULFATO DE NEOMICINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
117351,101810394,CETOPROFENO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
127100,101810398,CETOPROFENO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
145141,101810417,CETOPROFENO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
165366,101810425,CETOPROFENO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
400222,101810490,CICLOPIROX OLAMINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
405266,101810491,CICLOPIROX OLAMINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
471091,101810223,CIFLOX,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
395771,101810266,CINTILAN,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
498850,101810539,"CITALOPRAM (Port. 344/98, L-C1)",50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
699744,101810610,CITRATO DE SILDENAFILA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
726914,101810626,CITRATO DE SILDENAFILA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
543417,101810558,CITROPLUS,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
2054,101810311,CLAMICIN,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
2055,101810328,CLARITROMICINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
335608,101810246,CLOFENAK,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
348642,101810255,CLOMID,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
395672,101810487,CLONAZEPAM,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
516608,101810553,CLORAGIO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
2234,101810305,CLORETO DE SODIO + CLORETO DE BENZALCONIO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
2252,101810315,CLORETO DE SODIO + CLRETO DE BENZALCONIO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
137610,101810373,CLORIDRATO DE AMBROXOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
397099,101810488,CLORIDRATO DE AMITRIPTILINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
2377,101810356,CLORIDRATO DE BROMEXINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
127441,101810512,CLORIDRATO DE CIPROFLOXACINO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
126723,101810387,CLORIDRATO DE CLOBUTINOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
365914,101810475,CLORIDRATO DE CLOBUTINOL + SUCCINATO DE DOXILAMINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
727283,101810632,CLORIDRATO DE DORZOLAMIDA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
667484,101810593,CLORIDRATO DE FEXOFENADINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
678061,101810627,CLORIDRATO DE FEXOFENADINA+CLORIDRATO DE PSEUDOEFEDRINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
419803,101810504,CLORIDRATO DE FLUOXETINA (PORT 344/98 - LISTA C1),50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
274985,101810447,CLORIDRATO DE METFORMINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
167746,101810427,CLORIDRATO DE METOCLOPRAMIDA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
142452,101810413,CLORIDRATO DE NAFAZOLINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
532053,101810555,CLORIDRATO DE NORTRIPTILINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
520598,101810549,CLORIDRATO DE PAROXETINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
2843,101810357,CLORIDRATO DE RANITIDINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
68365,101810379,CLORIDRATO DE SERTRALINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
451201,101810516,CLORIDRATO DE SIBUTRAMINA MONOIDRATADO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
2892,101810347,CLORIDRATO DE TERBINAFINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
2893,101810350,CLORIDRATO DE TERBINAFINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
617219,101810586,CLORIDRATO DE TETRACICLINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
457114,101810519,CLORIDRATO DE VENLAFAXINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
3052,101810341,CLOTRIMAZOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
125416,101810384,CLOTRIMAZOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
143199,101810418,CLOTRIMAZOL + ACETATO DE DEXAMETASONA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
277658,101810027,COLPISDAZOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
857766,101810642,CONFIARE,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
115781,101810392,Cetoconazol + Dipropionato de Betametasona,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
480827,101810526,Clonazepam,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
510037,101810544,Cloridrato de Propranolol,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
489432,101810537,Cloridrato de Sertralina,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
801263,101810643,DESOGESTREL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
352729,101810472,DESONIDA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
385351,101810483,DESONIDA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
383954,101810482,DESONIDA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
125454,101810220,DESONOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
136638,101810408,DEXAMETASONA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
179,101810133,DEXAMETASONA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
3315,101810289,DIAZEPAM (PORT 28/86),50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
692925,101810630,DIBELLA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
165400,101810426,DICLOFENACO COLESTIRAMINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
3352,101810333,DICLOFENACO DIETILAMÔNIO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
3391,101810332,DICLOFENACO RESINATO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
3439,101810334,DICLOFENACO SÓDICO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
3440,101810338,DICLOFENACO SÓDICO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
126826,101810397,DICLORIDRATO DE CETIRIZINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
130219,101810401,DICLORIDRATO DE CETIRIZINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
496371,101810554,DIELOFT,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
362211,101810477,DIGEDRAT,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
144282,101810420,DIGEPRIDE,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
273745,101810213,DILAFLUX RETARD,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
420373,101810507,DIMETICONA + METILBROMETO DE HOMATROPINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
115777,101810391,DIPIRONA SÓDICA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
117367,101810396,DIPIRONA SÓDICA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
142460,101810416,DIPIRONA SÓDICA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
3728,101810369,DIPROPIONATO DE BETAMETASONA + ACIDO SALICILICO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
133980,101810403,DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
135662,101810404,DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
277641,101810460,DISEQUENS,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
665544,101810646,DOMPERIDONA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
695470,101810601,DOU-CETOFEN,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
692903,101810629,DROSPIRENONA+ETINILESTRADIOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
395174,101810542,DUOTRAT,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
451094,101810517,Domperidona,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
3788,101810321,EBASTIM,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
699740,101810647,EFICENTUS,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
3837,101810222,ERITROMICINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
375945,101810012,ERYTROZIN,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
699748,101810613,ESCITAN,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
3900,101810326,ESTRADIOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
3899,101810324,ESTROFEM,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
71012,101810263,FACYL 500,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
8004,101810298,FACYL M,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
665388,101810599,FEBSEN,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
273716,101810224,FERROTRAT,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
276516,101810448,FINASTERIDA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
344243,101810465,FINASTERIDA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
4218,101810366,FLUCONAZOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
4284,101810327,FLUOXETINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
3459,101810203,FLUVERT,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
865891,101810651,FLUXOCOR,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
135837,101810407,FOSFATO DE SÓDICO DE PREDNISOLONA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
501726,101810562,FRONTINOX,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
4402,101810354,FUMARATO DE CETOTIFENO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
4403,101810355,FUMARATO DE CETOTIFENO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
522615,101810550,FUROATO DE MOMETASONA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
488263,101810530,FUROATO DE MOMETASONA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
4424,101810174,FUROSEM,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
4425,101810189,FUROSEMIDA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
408908,101810182,FUROSEMIDE COMPOSTO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
344249,101810466,GENFIBROZILA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
677871,101810595,GLIBENCLAMIDA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
477036,101810527,GLIMEPAC,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
424505,101810509,GLIMEPIRIDA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
421821,101810508,GLOBIRON,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
172953,101810259,GRAMCILINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
678916,101810648,HEMITARTARATO DE ZOLPIDEM,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
708301,101810622,HISTABLOC,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
664353,101810623,IBUPROFENO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
658008,101810592,IMIQUIMODE 50 MG/G,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
608025,101810591,IMOXY,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
496926,101810285,INIBEX S,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
3910,101810325,KLIOGEST,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
375739,101810219,KOLANTYL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
590552,101810570,KOLANTYL DMP,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
554317,101810574,KOLPITRAT,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
685689,101810617,LAMORGIN,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
686362,101810611,LAMOTRIGINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
686476,101810603,LANELI,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
274162,101810459,LANSODOM,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
5261,101810358,LANSOPRAZOL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
174571,101810443,LANSOPRID,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
167480,101810428,LIPOTEX,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
127152,101810399,LISINOPRIL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
389017,101810484,LISIPET,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
5418,101810343,LORATADINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
363271,101810473,LORATADINA + SULFATO DE PSEUDOEFEDRINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
281542,101810458,LORAZEPAM,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
174920,101810434,LOSARTANA POTÁSSICA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
769994,101810634,LUPTAS,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
645315,101810609,Livdor,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
544201,101810560,Lopigrel,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
361514,101810474,MALEATO DE DEXACLORFENIRAMINA+SULFATO DE PSEUDIEFEDRINA+GUAINESINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
130604,101810405,MALEATO DE DEXCLORFENIRAMINA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
133978,101810402,MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
68393,101810376,MALEATO DE ENALAPRIL,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
272799,101810444,MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
137750,101810136,MALEATO DE MEPIRAMINA + ASSOCIAÇÃO,50929710000179,MEDLEY INDÚSTRIA FARMACÊUTICA LTDA
